Area Name,Area ID,Year,Age Group,Total,Male,Female,White Total,White Male,White Female,Black Total,Black Male,Black Female,AIAN Total,AIAN Male,AIAN Female,Asian Total,Asian Male,Asian Female,NHOPI Total,NHOPI Male,NHOPI Female,Two or More Races Total,Two or More Races Male,Two or More Races Female
Whitman,53075,2017,25-29,"4,449","2,288","2,161","3,282","1,694","1,588",103,51,51,35,21,14,868,457,411,5,3,2,156,62,94
Whitman,53075,2017,30-34,"2,822","1,423","1,399","2,118","1,069","1,049",53,34,19,40,19,21,473,226,247,11,4,7,128,71,57
Whitman,53075,2017,35-39,"2,020","1,014","1,006","1,619",829,790,48,25,23,32,13,19,255,119,137,4,2,2,62,26,36
Whitman,53075,2017,40-44,"1,618",804,815,"1,356",667,689,28,15,13,13,6,7,172,92,80,4,2,3,45,22,23
Whitman,53075,2017,45-49,"1,710",860,849,"1,525",768,757,23,12,11,9,6,3,114,57,57,2,1,1,36,16,20
Whitman,53075,2017,50-54,"1,823",904,920,"1,666",831,836,22,15,7,16,4,12,88,46,43,2,0,2,28,8,20
Whitman,53075,2017,55-59,"2,030","1,022","1,007","1,896",956,940,15,9,6,12,7,6,81,34,48,4,3,1,21,14,8
Whitman,53075,2017,60-64,"1,973",973,"1,000","1,845",915,931,15,8,8,14,8,7,74,27,47,0,0,0,24,16,8
Whitman,53075,2017,65-69,"1,734",853,881,"1,651",814,837,8,7,1,4,3,1,53,24,29,1,1,0,17,5,12
Whitman,53075,2017,70-74,"1,272",620,651,"1,202",589,612,11,6,4,8,5,3,43,19,24,0,0,0,9,1,8
Whitman,53075,2017,75-79,823,394,429,780,377,404,5,0,5,2,1,1,28,12,16,0,0,0,8,4,3
Whitman,53075,2017,80-84,546,244,302,529,241,288,3,1,2,0,0,0,11,2,8,2,0,2,1,0,1
Whitman,53075,2017,85+,532,205,328,519,200,319,2,1,1,0,0,0,7,2,6,2,2,0,2,0,2
Whitman,53075,2017,Total,"48,640","24,382","24,258","40,317","20,279","20,038",938,515,423,389,195,194,"4,744","2,355","2,389",117,61,56,"2,135",977,"1,158"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Yakima,53077,2017,0-4,"21,357","11,222","10,134","18,049","9,459","8,590",377,180,197,"1,492",808,684,246,141,105,46,22,24,"1,147",612,534
Yakima,53077,2017,5-9,"22,796","11,840","10,956","19,196","9,983","9,212",340,164,177,"1,735",908,827,309,164,145,55,30,24,"1,162",591,571
Yakima,53077,2017,10-14,"21,503","11,103","10,400","18,199","9,415","8,784",317,172,145,"1,553",789,764,310,165,145,46,27,20,"1,077",536,542
Yakima,53077,2017,15-19,"18,703","9,873","8,830","16,068","8,490","7,578",323,188,135,"1,272",666,606,242,118,125,48,21,28,751,390,360
Yakima,53077,2017,20-24,"15,352","8,182","7,170","13,158","7,041","6,117",307,178,129,"1,056",553,503,210,104,106,44,22,22,577,283,294
Yakima,53077,2017,25-29,"13,756","7,044","6,711","11,747","6,006","5,741",274,161,113,924,475,450,227,101,126,50,35,16,533,267,266
Yakima,53077,2017,30-34,"14,433","6,945","7,488","12,597","6,077","6,520",240,127,112,842,391,451,266,110,156,51,25,26,438,214,224
Yakima,53077,2017,35-39,"15,978","7,594","8,384","14,052","6,645","7,407",240,131,108,961,474,487,323,159,164,38,18,20,364,166,198
Yakima,53077,2017,40-44,"14,912","7,073","7,840","13,070","6,238","6,832",242,138,104,884,405,479,290,119,172,32,16,16,394,157,237
Yakima,53077,2017,45-49,"15,415","7,391","8,023","13,559","6,468","7,091",225,132,94,906,459,447,292,138,155,43,25,18,389,170,219
Yakima,53077,2017,50-54,"14,424","7,046","7,379","12,713","6,230","6,483",217,129,88,834,382,452,284,116,169,24,15,9,351,173,178
Yakima,53077,2017,55-59,"14,773","7,228","7,545","13,299","6,504","6,794",154,98,55,702,356,346,305,125,181,12,4,8,302,141,161
Yakima,53077,2017,60-64,"13,946","6,744","7,202","12,756","6,173","6,583",170,94,76,551,242,309,201,94,107,12,9,4,256,132,123
Yakima,53077,2017,65-69,"12,263","5,901","6,362","11,268","5,449","5,819",103,63,40,503,221,282,173,74,100,12,6,6,203,88,116
Yakima,53077,2017,70-74,"9,372","4,539","4,834","8,594","4,178","4,415",100,56,44,356,177,179,138,57,81,13,0,13,171,71,101
Yakima,53077,2017,75-79,"5,962","2,887","3,075","5,560","2,712","2,848",51,22,29,188,77,110,81,36,46,9,6,3,73,34,39
Yakima,53077,2017,80-84,"3,894","1,808","2,086","3,652","1,693","1,959",40,24,17,102,47,54,57,22,35,3,2,1,40,20,20
Yakima,53077,2017,85+,"4,160","1,685","2,475","4,010","1,634","2,376",31,14,17,48,13,34,32,7,25,0,0,0,39,16,23
Yakima,53077,2017,Total,"253,000","126,105","126,895","221,547","110,398","111,149","3,751","2,071","1,680","14,908","7,444","7,464","3,987","1,849","2,138",540,282,258,"8,267","4,061","4,206"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Washington,53,2018,0-4,"453,821","232,146","221,675","322,931","165,225","157,706","22,659","11,663","10,996","10,939","5,710","5,229","35,778","18,224","17,554","4,901","2,504","2,398","56,614","28,820","27,794"
Washington,53,2018,5-9,"470,175","240,190","229,985","341,501","175,099","166,403","22,637","11,611","11,026","11,349","5,802","5,547","38,758","19,187","19,571","4,839","2,419","2,420","51,091","26,072","25,019"
Washington,53,2018,10-14,"469,215","240,690","228,525","347,826","179,057","168,769","22,716","11,756","10,960","11,478","5,981","5,497","36,096","18,055","18,041","4,914","2,497","2,417","46,186","23,345","22,841"
Washington,53,2018,15-19,"460,064","235,412","224,652","343,485","176,180","167,305","22,596","11,821","10,775","11,072","5,726","5,346","40,368","20,345","20,023","4,930","2,487","2,443","37,613","18,853","18,760"
Washington,53,2018,20-24,"488,776","249,668","239,108","369,281","189,250","180,032","24,930","13,726","11,205","11,456","5,956","5,500","46,777","22,997","23,780","5,541","2,807","2,735","30,790","14,934","15,856"
Washington,53,2018,25-29,"527,800","270,849","256,951","396,925","205,844","191,081","26,603","14,649","11,954","10,506","5,485","5,021","58,806","27,967","30,840","5,510","2,780","2,730","29,449","14,124","15,325"
Washington,53,2018,30-34,"513,014","262,414","250,600","384,363","198,688","185,675","25,587","13,924","11,664","9,728","5,015","4,713","62,602","29,535","33,067","5,024","2,556","2,468","25,710","12,696","13,013"
Washington,53,2018,35-39,"508,302","258,457","249,845","387,020","198,980","188,040","24,301","13,581","10,720","9,612","4,983","4,629","62,292","28,869","33,422","4,494","2,249","2,245","20,582","9,794","10,788"
Washington,53,2018,40-44,"454,121","229,044","225,077","359,660","183,066","176,593","20,953","11,743","9,210","8,546","4,379","4,168","46,289","20,807","25,482","3,432","1,753","1,678","15,242","7,296","7,945"
Washington,53,2018,45-49,"476,152","240,613","235,539","387,002","196,949","190,053","20,986","11,969","9,017","8,481","4,297","4,184","42,443","19,029","23,414","3,300","1,650","1,650","13,940","6,720","7,221"
Washington,53,2018,50-54,"463,564","232,078","231,486","384,829","193,937","190,892","18,935","10,895","8,040","7,739","3,730","4,009","37,304","16,352","20,952","2,739","1,381","1,358","12,018","5,782","6,236"
Washington,53,2018,55-59,"495,160","244,774","250,386","419,431","208,714","210,717","16,859","9,557","7,302","7,381","3,661","3,720","38,145","16,484","21,661","2,304","1,156","1,147","11,040","5,202","5,839"
Washington,53,2018,60-64,"473,700","229,941","243,759","409,508","200,348","209,161","13,235","7,040","6,195","6,312","3,031","3,281","34,164","14,484","19,680","1,868",956,912,"8,613","4,083","4,530"
Washington,53,2018,65-69,"406,126","194,835","211,291","356,103","172,211","183,892","9,338","5,005","4,333","4,998","2,388","2,610","27,758","11,612","16,146","1,297",619,678,"6,631","3,000","3,631"
Washington,53,2018,70-74,"309,866","147,163","162,703","270,697","129,577","141,120","6,861","3,426","3,435","3,505","1,705","1,800","23,124","9,831","13,294",981,442,539,"4,697","2,182","2,515"
Washington,53,2018,75-79,"197,472","92,453","105,019","175,037","83,098","91,939","3,941","1,887","2,054","1,790",799,991,"13,541","5,242","8,300",494,223,271,"2,669","1,204","1,464"
Washington,53,2018,80-84,"125,118","55,500","69,618","113,379","50,922","62,456","2,170",928,"1,243",859,409,450,"7,203","2,579","4,624",208,97,111,"1,299",565,734
Washington,53,2018,85+,"135,124","50,297","84,827","125,455","46,898","78,557","1,921",656,"1,265",680,247,433,"5,694","1,983","3,711",138,55,83,"1,236",457,778
Washington,53,2018,Total,"7,427,570","3,706,524","3,721,046","5,894,435","2,954,043","2,940,392","307,228","165,837","141,391","136,431","69,302","67,129","657,141","303,581","353,560","56,915","28,632","28,283","375,420","185,129","190,291"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Adams,53001,2018,0-4,"1,993",990,"1,003","1,747",867,880,43,31,12,159,73,86,19,8,11,0,0,0,25,12,13
Adams,53001,2018,5-9,"2,159","1,093","1,066","1,896",967,928,57,33,24,141,58,83,25,11,13,2,0,2,39,23,16
Adams,53001,2018,10-14,"2,147","1,101","1,046","1,884",985,899,72,35,38,123,47,76,30,13,17,3,3,0,35,18,16
Adams,53001,2018,15-19,"1,880",969,911,"1,682",881,800,30,10,20,112,50,62,33,13,20,0,0,0,24,14,10
Adams,53001,2018,20-24,"1,513",769,744,"1,286",673,613,57,32,25,138,51,87,23,8,14,0,0,0,11,6,4
Adams,53001,2018,25-29,"1,186",620,566,"1,040",532,508,30,23,7,83,47,36,13,9,4,0,0,0,20,9,11
Adams,53001,2018,30-34,"1,091",561,529,943,481,462,28,18,9,81,44,37,27,11,16,2,2,0,10,6,5
Adams,53001,2018,35-39,"1,293",656,637,"1,155",578,578,33,23,10,65,36,29,26,15,11,0,0,0,13,4,9
Adams,53001,2018,40-44,"1,192",604,589,"1,083",550,533,18,10,8,59,26,33,19,9,10,0,0,0,14,8,5
Adams,53001,2018,45-49,"1,083",561,523,992,503,490,15,12,3,55,38,17,13,4,9,1,1,0,7,4,3
Adams,53001,2018,50-54,906,468,438,851,441,411,18,11,8,15,2,12,9,5,4,0,0,0,13,9,4
Adams,53001,2018,55-59,892,452,440,849,430,419,15,7,9,11,9,1,8,3,5,0,0,0,9,2,7
Adams,53001,2018,60-64,800,394,405,767,375,392,0,0,0,19,11,8,9,4,5,2,1,1,3,3,0
Adams,53001,2018,65-69,675,331,344,657,317,340,4,4,0,5,3,2,4,4,0,0,0,0,5,2,2
Adams,53001,2018,70-74,526,254,271,502,242,260,3,3,0,10,3,7,7,2,5,0,0,0,4,4,0
Adams,53001,2018,75-79,318,155,163,318,155,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams,53001,2018,80-84,197,95,102,188,94,94,0,0,0,0,0,0,8,0,8,0,0,0,1,1,0
Adams,53001,2018,85+,169,75,93,163,71,92,0,0,0,1,0,1,4,3,1,0,0,0,1,1,0
Adams,53001,2018,Total,"20,020","10,149","9,871","18,003","9,143","8,860",423,251,172,"1,076",499,577,277,124,153,10,7,3,231,125,106
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Asotin,53003,2018,0-4,"1,197",599,599,"1,037",518,518,5,4,1,28,16,13,9,4,5,1,1,0,117,55,61
Asotin,53003,2018,5-9,"1,348",669,679,"1,152",574,578,28,17,11,38,15,23,18,9,9,15,5,9,98,50,48
Asotin,53003,2018,10-14,"1,282",632,650,"1,161",584,576,14,6,8,29,7,22,8,5,3,1,0,1,69,29,39
Asotin,53003,2018,15-19,"1,144",564,581,"1,028",514,514,12,5,7,29,15,14,7,3,3,2,1,1,67,25,42
Asotin,53003,2018,20-24,"1,066",508,559,975,465,510,8,5,3,27,10,17,8,2,5,4,4,0,46,22,24
Asotin,53003,2018,25-29,"1,058",496,562,977,453,524,10,6,4,23,19,4,15,8,7,6,0,6,27,10,17
Asotin,53003,2018,30-34,"1,060",512,548,976,466,510,5,1,4,18,10,8,12,6,6,2,1,1,46,28,18
Asotin,53003,2018,35-39,"1,117",554,563,"1,051",520,531,10,8,1,18,8,9,13,3,10,3,2,1,23,13,10
Asotin,53003,2018,40-44,"1,080",532,548,"1,011",500,512,4,3,1,24,9,15,14,7,7,1,0,1,25,13,12
Asotin,53003,2018,45-49,"1,275",641,633,"1,217",614,603,4,4,0,29,13,16,9,1,8,2,2,0,14,7,7
Asotin,53003,2018,50-54,"1,397",679,718,"1,336",656,679,9,4,6,17,9,8,8,4,5,1,0,1,26,6,19
Asotin,53003,2018,55-59,"1,720",839,880,"1,640",801,838,5,1,4,30,19,11,12,1,10,3,0,3,30,17,14
Asotin,53003,2018,60-64,"1,907",923,984,"1,843",896,946,8,6,2,21,9,11,15,2,13,4,2,2,18,8,10
Asotin,53003,2018,65-69,"1,802",892,910,"1,765",879,886,2,0,2,6,2,4,10,2,7,0,0,0,19,10,9
Asotin,53003,2018,70-74,"1,568",798,769,"1,532",784,749,2,2,0,11,5,5,4,0,4,5,2,2,14,5,9
Asotin,53003,2018,75-79,"1,002",529,473,982,515,467,3,3,0,2,0,2,8,4,4,0,0,0,7,7,0
Asotin,53003,2018,80-84,647,332,315,636,327,308,2,2,0,2,0,2,2,0,2,2,2,0,3,0,3
Asotin,53003,2018,85+,751,353,397,734,347,387,3,0,3,3,0,3,2,0,2,2,0,2,6,6,0
Asotin,53003,2018,Total,"22,420","11,052","11,368","21,051","10,413","10,638",135,77,58,354,165,189,171,62,109,55,23,32,654,312,342
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Benton,53005,2018,0-4,"13,648","6,991","6,657","11,877","6,078","5,799",306,159,147,168,82,86,366,183,183,26,14,12,905,474,430
Benton,53005,2018,5-9,"14,458","7,387","7,070","12,573","6,510","6,063",285,148,136,179,91,88,461,174,286,44,22,22,916,441,475
Benton,53005,2018,10-14,"14,676","7,550","7,126","12,825","6,579","6,246",327,168,160,259,152,107,384,169,216,58,29,29,823,454,370
Benton,53005,2018,15-19,"13,293","6,904","6,389","11,721","6,083","5,638",286,149,138,208,113,95,393,197,196,56,25,30,629,336,293
Benton,53005,2018,20-24,"12,354","6,198","6,156","11,060","5,570","5,490",281,144,137,216,115,101,293,141,151,43,22,21,461,207,255
Benton,53005,2018,25-29,"12,098","6,111","5,987","10,919","5,550","5,369",223,134,88,145,78,67,375,157,218,30,19,11,406,173,233
Benton,53005,2018,30-34,"11,711","5,959","5,752","10,468","5,336","5,133",224,121,103,140,76,64,467,226,241,25,16,9,386,185,202
Benton,53005,2018,35-39,"12,360","6,351","6,009","11,029","5,690","5,339",279,152,127,168,81,87,562,271,291,23,13,10,300,144,156
Benton,53005,2018,40-44,"11,579","5,891","5,688","10,440","5,293","5,147",178,106,72,159,93,66,486,244,242,28,14,13,288,141,147
Benton,53005,2018,45-49,"12,429","6,293","6,136","11,370","5,749","5,621",205,126,79,155,78,77,461,218,243,18,9,9,220,113,107
Benton,53005,2018,50-54,"12,213","6,138","6,075","11,216","5,679","5,537",140,87,53,177,64,113,432,175,257,23,12,11,225,121,104
Benton,53005,2018,55-59,"13,260","6,595","6,665","12,334","6,134","6,200",136,73,63,151,93,59,412,188,225,17,8,8,209,98,111
Benton,53005,2018,60-64,"12,716","6,275","6,441","11,795","5,868","5,927",151,77,73,115,57,57,461,186,276,16,10,5,178,76,102
Benton,53005,2018,65-69,"10,789","5,331","5,457","10,099","4,975","5,124",99,65,34,73,37,36,371,190,181,16,8,8,132,56,76
Benton,53005,2018,70-74,"8,101","4,016","4,085","7,572","3,744","3,827",58,36,22,47,21,26,272,143,129,20,11,9,132,60,72
Benton,53005,2018,75-79,"5,159","2,502","2,657","4,912","2,389","2,522",31,12,19,23,11,12,130,60,71,6,4,2,57,27,31
